age,nationality,marital_status,education_level,destination_country,visa_type,duration_of_stay,monthly_income_usd,bank_balance_usd,prev_countries_visited,prev_visa_rejections,has_return_ticket,has_criminal_record,visa_approved
64,British,Married,PhD,France,Work,342,6110,42143,18,4,0,0,0
46,Australian,Divorced,Bachelors,Australia,Work,53,3901,128635,10,3,1,0,0
32,Chinese,Married,Masters,Canada,Student,283,6118,46306,12,2,0,0,0
22,Chinese,Married,Masters,UK,Student,302,1340,53090,3,4,1,0,0
54,Nigerian,Single,Bachelors,UK,Work,119,13680,21456,18,1,0,0,1
31,Canadian,Married,Masters,UK,Student,295,13653,175451,13,0,1,0,1
44,American,Married,Bachelors,Germany,Work,174,3042,94787,7,4,0,0,0
57,Nigerian,Single,High School,USA,Tourist,353,10048,4769,2,0,1,0,1
21,Australian,Married,Bachelors,Canada,Student,127,1858,8349,1,4,0,0,0
34,Australian,Single,PhD,France,Work,146,13647,138265,5,1,0,0,1
59,Indian,Married,Masters,Australia,Tourist,52,13043,81070,16,5,0,0,0
34,British,Single,High School,Canada,Tourist,201,3112,130998,6,5,1,0,0
35,Nigerian,Married,Bachelors,USA,Tourist,345,11373,26740,0,2,1,0,0
37,Chinese,Divorced,PhD,Australia,Tourist,23,14799,117539,13,3,1,0,0
34,Canadian,Married,High School,Germany,Student,175,2542,139258,14,3,1,0,0
28,Canadian,Divorced,PhD,Germany,Tourist,9,11367,146496,17,0,0,0,1
56,Canadian,Married,PhD,Australia,Student,103,9964,66560,18,2,0,0,1
56,Chinese,Single,Masters,Australia,Student,117,12214,148676,5,3,0,0,0
49,Chinese,Single,Masters,Canada,Work,354,6565,118481,8,2,0,0,0
40,British,Divorced,Masters,France,Tourist,292,11773,90304,15,1,0,0,1
34,American,Single,Bachelors,Germany,Work,116,1685,175307,11,1,0,0,1
47,Indian,Married,PhD,UK,Tourist,244,3475,84224,10,5,1,0,0
57,American,Married,Masters,Germany,Work,359,5839,156815,9,2,0,0,1
33,Australian,Divorced,Masters,France,Student,212,2116,141384,4,4,1,0,0
19,Canadian,Married,PhD,UK,Work,47,12392,149805,11,5,0,0,0
38,British,Married,Masters,USA,Tourist,180,10154,86094,6,3,0,0,0
39,Chinese,Single,PhD,USA,Tourist,292,11468,93861,2,3,1,0,1
23,British,Single,Bachelors,Germany,Tourist,141,7454,75507,2,1,0,0,1
69,Australian,Single,Masters,UK,Work,205,3066,10993,13,4,0,0,0
69,Chinese,Divorced,High School,UK,Work,10,8999,3533,16,1,0,0,0
18,Australian,Single,Bachelors,Australia,Tourist,113,11582,33021,12,2,1,0,0
20,British,Married,Bachelors,UK,Student,104,10373,8087,12,1,1,0,1
45,Chinese,Single,High School,Canada,Work,18,3564,41223,16,1,1,0,0
34,Australian,Married,PhD,UK,Tourist,357,4365,173030,6,4,0,0,0
26,German,Single,Masters,USA,Tourist,189,1721,152710,13,1,0,0,1
18,Canadian,Married,Bachelors,UK,Student,164,14468,32669,3,1,1,0,1
66,Australian,Divorced,Bachelors,Canada,Work,314,14694,34949,20,4,0,0,0
53,American,Single,PhD,Canada,Student,110,2307,107840,20,4,1,0,0
56,Indian,Divorced,PhD,Canada,Tourist,212,10707,78091,14,5,0,0,0
21,Canadian,Divorced,High School,Germany,Student,335,6096,83774,18,1,0,0,1
26,British,Divorced,High School,USA,Student,272,2356,50342,8,4,0,0,0
43,German,Single,Masters,Canada,Tourist,343,1899,63266,15,3,0,0,0
43,Australian,Single,High School,France,Tourist,117,8643,11473,15,5,0,0,0
53,Nigerian,Divorced,Bachelors,Australia,Student,26,10703,150954,0,0,0,0,1
18,American,Married,PhD,France,Tourist,96,9375,88433,7,5,1,0,0
23,Canadian,Divorced,Masters,Canada,Student,11,1443,136869,12,4,1,0,0
57,Nigerian,Divorced,Bachelors,Germany,Student,29,6920,110805,19,5,1,0,0
58,Nigerian,Married,PhD,France,Tourist,71,1189,53282,19,3,1,0,0
20,Indian,Divorced,Bachelors,France,Tourist,70,13645,190525,7,1,1,0,1
22,British,Divorced,Bachelors,Canada,Tourist,284,3720,19054,7,4,0,0,0
44,Indian,Single,Masters,Australia,Tourist,215,5033,53013,15,3,0,0,0
50,Nigerian,Married,Bachelors,France,Student,325,3761,35742,18,5,1,0,0
64,American,Married,High School,France,Tourist,111,9783,129765,11,0,1,0,1
60,Australian,Married,Masters,Germany,Tourist,207,1590,133813,4,0,0,0,1
53,German,Divorced,PhD,USA,Tourist,28,10338,56076,7,1,0,0,1
34,Nigerian,Married,Bachelors,Germany,Student,280,12918,47750,14,5,1,0,0
67,Canadian,Divorced,High School,USA,Student,78,811,79468,12,2,1,0,0
28,Chinese,Married,High School,Australia,Tourist,133,13064,49127,10,2,1,0,0
38,British,Married,Bachelors,USA,Work,80,9557,159439,6,5,0,0,0
56,Indian,Single,Masters,Canada,Student,54,9069,51249,3,1,1,0,1
19,Indian,Divorced,PhD,Australia,Tourist,115,7495,105055,12,5,1,0,0
39,American,Divorced,PhD,UK,Tourist,299,4342,37975,10,3,1,0,0
42,German,Single,Masters,Australia,Student,8,8065,102853,10,0,1,0,1
48,German,Married,Bachelors,Australia,Tourist,116,7611,8541,4,2,1,0,0
45,Chinese,Married,PhD,Australia,Student,188,3552,89179,1,4,0,0,0
59,American,Married,Masters,Canada,Student,59,2472,87514,1,4,0,0,0
48,British,Married,PhD,Australia,Student,294,2542,148038,18,2,0,0,0
36,Canadian,Married,PhD,Germany,Student,311,4429,99248,0,4,0,0,0
66,Australian,Divorced,PhD,USA,Work,280,2336,198045,0,5,0,0,0
47,Australian,Single,PhD,Canada,Tourist,23,8158,29862,19,5,1,0,0
59,British,Married,PhD,Germany,Work,44,4951,10599,5,3,0,0,0
24,German,Divorced,Bachelors,USA,Tourist,348,2658,126465,19,0,0,0,1
66,American,Single,Masters,USA,Tourist,277,6389,173944,14,0,0,0,1
23,Canadian,Single,Masters,France,Student,216,2227,190330,12,5,1,0,0
45,British,Married,High School,USA,Tourist,235,1355,27902,14,3,0,0,0
31,Australian,Single,Masters,Germany,Tourist,162,5316,84571,9,4,0,0,0
52,Indian,Single,Masters,UK,Student,304,9913,172236,20,3,0,0,0
67,Australian,Single,High School,USA,Student,34,10384,158606,12,2,0,0,0
41,British,Divorced,Bachelors,Canada,Work,288,4141,61803,10,2,1,0,1
22,Chinese,Divorced,Bachelors,Germany,Tourist,285,11853,123019,13,4,0,0,0
48,German,Divorced,High School,Australia,Work,191,5043,151212,16,2,1,0,1
65,Chinese,Divorced,PhD,Germany,Tourist,19,9079,48347,16,2,1,0,0
32,Australian,Divorced,High School,Australia,Student,211,4307,7090,4,4,1,0,0
66,German,Single,Bachelors,Germany,Tourist,65,2372,11127,13,0,0,0,0
44,Indian,Married,PhD,France,Tourist,172,7692,69927,12,1,1,0,1
66,British,Single,High School,USA,Work,291,8646,81746,16,0,0,1,1
40,Nigerian,Single,Bachelors,UK,Work,46,11515,111536,12,4,1,0,0
51,American,Single,Masters,Australia,Tourist,190,6557,51014,4,5,1,0,0
49,Canadian,Divorced,PhD,Canada,Work,270,11465,67642,10,1,1,0,1
50,Australian,Married,Masters,Germany,Student,330,12748,142703,11,4,0,0,0
41,Canadian,Divorced,Bachelors,Canada,Tourist,69,5048,62140,1,4,0,0,0
65,Nigerian,Divorced,High School,USA,Tourist,218,10152,106570,14,2,1,0,1
40,Australian,Divorced,PhD,USA,Tourist,326,8397,97752,12,1,1,0,1
25,Nigerian,Single,Masters,USA,Student,131,9508,8560,4,4,1,0,0
27,Canadian,Divorced,Bachelors,Canada,Student,275,8551,170625,17,3,0,0,0
61,Canadian,Divorced,High School,UK,Student,360,3070,176095,16,4,1,0,0
67,American,Married,High School,UK,Tourist,297,6154,108874,14,2,0,0,1
60,Australian,Divorced,PhD,USA,Tourist,36,1348,29407,0,5,0,0,0
56,British,Single,High School,Germany,Student,234,6247,177259,20,4,0,0,0
34,Indian,Married,High School,Germany,Work,289,2805,149915,16,3,0,0,0
65,Canadian,Divorced,Bachelors,Germany,Student,328,8265,137358,4,4,0,0,0
49,British,Married,PhD,Australia,Student,91,8414,120795,20,4,0,0,0
26,German,Divorced,Bachelors,France,Tourist,161,13380,193818,7,5,0,0,0
49,Canadian,Married,High School,Germany,Work,31,12535,9515,17,4,1,1,0
68,British,Divorced,Masters,France,Tourist,47,9182,149844,20,5,1,0,0
47,German,Married,Masters,France,Student,15,4928,99988,15,5,1,0,0
68,German,Married,PhD,UK,Tourist,274,3760,69566,20,5,0,0,0
58,Indian,Single,Bachelors,UK,Work,305,1310,71978,8,0,0,0,1
19,Indian,Married,Masters,Australia,Work,223,1647,45075,15,1,1,0,0
41,Chinese,Single,PhD,USA,Student,181,3708,96356,17,2,1,0,0
51,American,Divorced,PhD,Australia,Student,272,4487,120219,19,3,0,0,0
48,American,Married,Masters,Germany,Student,267,12821,34750,12,0,0,0,1
40,British,Single,High School,Germany,Student,303,14228,104554,12,5,1,0,0
27,American,Married,Masters,Germany,Student,189,4467,177203,14,4,1,0,0
29,Nigerian,Divorced,PhD,Canada,Tourist,162,6375,143957,14,4,1,0,0
32,Indian,Divorced,High School,Australia,Work,227,4336,176777,12,1,1,0,1
65,Australian,Divorced,PhD,UK,Tourist,84,3098,40841,0,4,0,0,0
69,Australian,Divorced,High School,USA,Tourist,88,10429,15305,17,4,1,0,0
29,German,Divorced,Bachelors,UK,Work,264,7450,35957,19,4,1,0,0
20,British,Divorced,PhD,Germany,Tourist,243,12192,82387,3,4,0,0,0
37,American,Married,Masters,Canada,Student,314,8917,39886,3,5,0,0,0
54,German,Divorced,PhD,USA,Tourist,80,1041,23861,4,4,0,0,0
49,Indian,Single,PhD,UK,Tourist,260,3334,150076,4,4,0,0,0
69,German,Divorced,Masters,France,Student,209,8724,143324,1,1,0,0,1
52,German,Married,PhD,USA,Work,317,14629,45907,1,2,0,0,1
22,Nigerian,Married,High School,Canada,Student,313,12753,198600,20,1,1,1,1
28,Nigerian,Single,PhD,UK,Work,249,12209,181348,3,3,0,0,0
59,Australian,Single,Bachelors,Canada,Work,289,8514,135193,16,0,1,0,1
32,Australian,Divorced,PhD,France,Tourist,293,5322,109942,1,4,1,1,0
41,Chinese,Single,PhD,Canada,Tourist,177,2187,65349,19,4,0,0,0
31,Nigerian,Single,High School,Australia,Tourist,249,3747,188933,11,4,0,0,0
35,Indian,Divorced,Masters,Germany,Work,23,10370,96220,17,5,1,0,0
54,Canadian,Married,Masters,Canada,Student,89,1760,179616,8,3,0,1,0
31,German,Married,PhD,Canada,Student,294,10628,4778,17,3,1,0,0
30,Chinese,Married,Bachelors,Germany,Student,138,7666,125093,15,2,1,0,1
60,Chinese,Divorced,Masters,Germany,Work,64,12838,143475,12,4,1,0,0
18,British,Single,Bachelors,UK,Work,223,3903,184040,4,3,1,0,0
30,Nigerian,Married,High School,Australia,Tourist,95,2394,157911,11,2,0,0,0
55,Australian,Married,PhD,France,Tourist,71,1070,61727,10,5,0,0,0
40,Australian,Married,High School,USA,Work,92,8227,155119,3,4,1,0,0
32,German,Single,PhD,USA,Student,143,14902,185417,9,4,1,0,0
38,Indian,Divorced,PhD,USA,Work,155,6662,154621,13,4,0,0,0
28,Chinese,Married,Bachelors,Canada,Tourist,22,8436,5100,6,1,0,0,1
49,Chinese,Single,Bachelors,UK,Student,209,9400,199805,7,1,1,0,1
55,Indian,Divorced,Bachelors,Germany,Student,97,11070,98232,12,1,1,0,1
32,Nigerian,Single,PhD,Germany,Work,137,13922,153902,8,5,0,1,0
69,American,Single,Masters,France,Student,147,8401,124223,5,3,1,0,0
56,American,Divorced,Masters,Australia,Tourist,191,13464,121704,3,1,0,0,1
29,Canadian,Married,PhD,Germany,Student,71,11065,64490,19,2,1,0,1
25,American,Single,Bachelors,UK,Student,70,6336,115034,5,2,0,0,0
35,British,Divorced,Masters,Canada,Work,86,1656,159720,6,3,0,0,0
69,Indian,Divorced,PhD,USA,Student,303,8617,177770,20,0,1,0,1
61,Indian,Single,PhD,Australia,Work,52,14465,92639,12,3,1,0,0
66,Australian,Divorced,PhD,UK,Student,318,794,10180,3,0,1,0,0
29,Nigerian,Single,High School,Canada,Student,242,2302,64891,1,5,0,0,0
63,Australian,Single,High School,France,Work,142,6155,77043,19,4,0,1,0
58,Australian,Married,Masters,France,Tourist,248,7680,28319,13,1,1,0,1
45,Chinese,Married,Bachelors,UK,Tourist,359,9143,179959,9,3,0,0,0
34,Canadian,Divorced,Bachelors,France,Tourist,154,2137,83999,5,2,0,0,0
68,Canadian,Single,High School,Australia,Student,10,7555,193850,11,1,1,0,1
63,American,Married,High School,Australia,Tourist,100,2666,49432,6,5,1,0,0
48,British,Single,Masters,Canada,Tourist,56,928,165892,12,4,1,0,0
69,Indian,Divorced,High School,Australia,Work,362,6433,152588,13,3,0,0,0
69,Nigerian,Married,Masters,USA,Student,181,9728,111195,0,2,1,0,1
38,Indian,Married,Bachelors,France,Tourist,261,14052,38354,20,4,1,0,0
33,British,Divorced,Bachelors,USA,Work,126,4933,70003,13,4,1,0,0
52,Australian,Single,High School,Canada,Work,309,14108,168564,15,0,1,0,1
65,Nigerian,Single,PhD,Canada,Student,200,2077,196368,5,2,1,0,0
64,Australian,Divorced,Masters,Germany,Work,65,9201,178899,17,2,0,0,1
57,British,Married,Bachelors,Germany,Work,104,11603,80711,16,3,1,0,0
50,Australian,Divorced,High School,France,Work,66,2789,91904,16,0,1,0,1
66,British,Married,Masters,UK,Work,316,9125,76429,0,0,0,0,1
56,German,Married,High School,Germany,Student,132,10675,68673,19,2,1,0,0
18,Indian,Single,PhD,Germany,Work,46,13046,18739,5,4,0,1,0
34,Indian,Married,Bachelors,France,Tourist,30,9618,190471,12,4,0,0,0
39,American,Single,Masters,Germany,Tourist,102,765,32980,13,3,1,0,0
33,Nigerian,Married,High School,Canada,Student,295,11675,182040,12,5,1,0,0
32,Nigerian,Married,High School,Australia,Student,251,3920,129147,3,4,0,1,0
35,Canadian,Single,Bachelors,France,Tourist,307,6426,3273,15,5,0,0,0
66,Chinese,Single,Bachelors,Germany,Tourist,356,6339,148135,11,1,1,0,1
45,Indian,Divorced,PhD,Canada,Student,82,5519,106454,16,2,1,1,0
69,Canadian,Single,High School,Germany,Work,72,7351,158215,14,1,1,0,1
44,American,Single,High School,Australia,Tourist,206,4458,142689,13,3,0,0,0
31,Nigerian,Divorced,High School,Australia,Work,179,10300,8336,18,4,1,0,0
54,British,Single,Masters,France,Student,219,5499,180024,0,0,0,0,1
50,Indian,Divorced,Bachelors,Australia,Tourist,19,9098,175858,0,1,0,0,1
49,Canadian,Divorced,Masters,Germany,Work,68,6690,17322,7,1,0,0,1
53,Indian,Single,PhD,Germany,Tourist,253,13465,63647,6,3,1,0,0
59,British,Divorced,Masters,Australia,Tourist,107,12638,152276,13,3,1,0,0
38,Australian,Divorced,Masters,Germany,Tourist,285,4453,50708,14,2,0,0,0
68,British,Single,Masters,France,Work,119,6188,179751,9,0,0,0,1
64,Nigerian,Married,Masters,Germany,Work,189,9839,95294,0,5,0,0,0
26,American,Married,Bachelors,Canada,Tourist,44,6839,145677,7,3,0,0,0
52,Chinese,Divorced,PhD,UK,Work,301,1944,112880,6,5,0,0,0
37,German,Married,PhD,USA,Student,336,13228,69827,11,3,1,0,0
44,Australian,Divorced,Bachelors,UK,Student,82,11494,149211,18,4,1,0,0
20,Nigerian,Married,PhD,UK,Student,164,9092,179587,7,3,0,0,1
61,British,Single,High School,Australia,Work,335,10096,6550,16,5,0,0,0
52,Australian,Divorced,Masters,Australia,Tourist,249,14963,96563,5,4,0,0,0
51,Indian,Single,High School,Canada,Tourist,48,11011,141118,5,5,0,0,0
67,Australian,Single,High School,Australia,Student,56,8015,50189,0,5,1,0,0
63,Chinese,Married,Masters,USA,Tourist,295,13837,114464,12,4,1,0,0
55,American,Married,Masters,USA,Tourist,182,9445,155506,7,3,0,0,0
56,Australian,Single,Bachelors,USA,Tourist,142,7179,195349,12,5,0,0,0
61,Canadian,Married,Masters,UK,Tourist,195,10127,64373,6,3,0,0,0
50,Indian,Single,High School,Canada,Work,105,977,61802,1,1,0,0,0
30,German,Divorced,High School,Germany,Tourist,29,14070,81782,11,0,1,0,1
59,American,Single,PhD,UK,Student,337,7811,84492,12,3,1,0,1
62,Australian,Single,Masters,Australia,Tourist,124,11295,194882,9,0,0,0,1
26,British,Married,High School,UK,Tourist,316,12331,164364,13,4,1,0,0
32,Canadian,Single,Masters,Canada,Work,107,6615,114678,1,3,1,0,0
45,Canadian,Divorced,High School,Australia,Student,307,14302,128332,12,5,1,0,0
51,Canadian,Divorced,High School,Canada,Tourist,220,7861,151821,18,3,1,0,1
54,Chinese,Married,Bachelors,USA,Work,311,720,28656,4,0,0,0,0
60,Nigerian,Divorced,Masters,UK,Student,201,7975,51956,4,1,0,0,1
43,British,Single,Masters,USA,Work,72,3607,198776,20,1,1,0,1
23,American,Married,High School,France,Student,11,1056,175781,8,2,0,0,1
27,Canadian,Divorced,Masters,Germany,Tourist,108,9409,4748,6,1,1,0,1
42,Australian,Married,PhD,Australia,Work,70,8452,179303,11,5,0,0,0
36,Nigerian,Married,Bachelors,USA,Student,21,8191,88233,12,4,1,0,0
29,Canadian,Married,PhD,Germany,Tourist,327,10494,106594,6,0,1,0,1
47,Nigerian,Single,High School,USA,Tourist,17,5471,55069,7,0,1,0,1
41,British,Married,High School,Germany,Work,159,14331,30155,20,1,1,0,1
21,German,Married,High School,Canada,Work,215,1665,199481,18,3,0,0,0
26,British,Divorced,PhD,Germany,Tourist,336,2105,111433,5,5,0,0,0
56,British,Married,Bachelors,France,Tourist,29,9714,194129,0,0,0,0,1
19,British,Single,PhD,Canada,Work,227,7013,127828,15,0,0,0,1
61,Canadian,Single,High School,UK,Student,329,5234,40408,20,5,1,0,0
56,American,Married,Masters,Australia,Tourist,236,1331,122298,20,2,0,0,0
22,Australian,Divorced,High School,Australia,Work,346,8234,135486,16,3,1,0,0
40,Nigerian,Single,PhD,UK,Student,303,11113,70843,10,0,0,1,1
47,British,Single,Bachelors,France,Student,23,7404,198676,17,2,0,0,1
23,Canadian,Single,Bachelors,Australia,Work,79,1170,13967,4,3,1,0,0
36,British,Married,Bachelors,Germany,Student,19,8494,88292,5,0,1,0,1
46,British,Married,PhD,Germany,Work,49,5738,149801,1,0,1,0,1
39,American,Divorced,High School,UK,Student,28,1249,26798,13,2,0,0,0
31,British,Single,High School,USA,Student,281,13082,164407,15,4,0,0,0
58,American,Married,Bachelors,USA,Tourist,22,12012,69319,12,0,1,0,1
54,American,Single,High School,UK,Tourist,98,13581,136936,8,2,1,0,0
38,Indian,Divorced,PhD,Australia,Student,297,9612,68205,20,5,1,0,0
44,Nigerian,Divorced,PhD,Australia,Student,70,1190,191889,13,3,1,0,0
51,Indian,Married,PhD,France,Work,280,8069,20333,0,2,1,0,0
42,Chinese,Divorced,Bachelors,USA,Tourist,189,10193,138593,4,1,1,0,1
59,Canadian,Divorced,Bachelors,Australia,Tourist,232,6976,180099,0,4,1,0,1
69,Indian,Married,Masters,Australia,Work,78,10368,12691,15,3,0,0,0
64,Nigerian,Divorced,Masters,UK,Student,105,3098,131254,18,3,1,0,0
38,Canadian,Married,High School,Australia,Work,262,3856,184021,19,4,1,0,0
47,British,Married,PhD,UK,Work,172,12741,182311,7,5,1,0,0
21,Chinese,Married,High School,Germany,Student,268,7580,178035,2,1,0,0,1
55,Chinese,Single,High School,Germany,Student,249,4547,183826,15,2,0,0,0
33,Australian,Single,Masters,Australia,Tourist,222,1146,57255,7,3,0,0,0
31,Indian,Married,Masters,USA,Work,330,8042,49346,12,5,0,0,0
66,Canadian,Married,High School,UK,Work,152,13898,91289,20,5,1,0,0
38,Nigerian,Single,PhD,Australia,Student,207,12800,155604,3,2,0,0,1
42,Indian,Divorced,PhD,Germany,Work,316,7523,52543,19,5,0,0,0
37,Chinese,Single,Masters,France,Student,311,8371,126828,13,3,0,0,0
61,Australian,Divorced,Masters,USA,Student,31,13426,171494,5,2,1,0,1
25,Australian,Divorced,Bachelors,Canada,Student,287,736,185713,18,5,1,0,0
56,German,Married,Masters,France,Work,181,2758,19161,9,1,0,0,1
60,British,Married,Masters,UK,Tourist,118,9945,126974,10,4,1,0,0
35,German,Married,High School,France,Work,295,9857,120802,15,0,0,0,1
23,American,Divorced,PhD,Canada,Work,191,2015,148153,6,3,1,0,0
34,British,Divorced,Bachelors,Canada,Work,345,1179,27638,19,3,1,0,0
49,American,Single,High School,Canada,Student,41,3992,67867,19,5,1,0,0
40,American,Divorced,PhD,France,Student,99,10137,156965,3,3,1,0,0
21,Australian,Married,Bachelors,UK,Student,38,12891,82163,1,1,1,1,0
62,Indian,Married,PhD,USA,Work,334,10096,14635,2,3,0,0,0
41,German,Married,PhD,Germany,Tourist,16,12395,143559,20,0,1,0,1
34,American,Single,High School,Canada,Student,297,12140,125238,10,0,1,0,1
63,Chinese,Divorced,High School,France,Student,85,6311,38771,2,0,0,0,1
20,Australian,Divorced,Masters,Germany,Student,321,10449,166512,14,5,1,0,0
35,Indian,Single,PhD,USA,Work,224,11464,8548,16,2,1,0,1
62,Chinese,Single,Masters,Germany,Tourist,67,8119,75934,12,4,0,0,0
67,Canadian,Married,Bachelors,Australia,Tourist,273,14053,77107,7,1,1,0,1
44,Nigerian,Divorced,Bachelors,Canada,Work,356,8720,7945,10,0,1,1,0
51,Australian,Married,PhD,Germany,Student,111,1096,122895,5,4,0,0,0
19,Nigerian,Married,High School,France,Tourist,62,11195,128782,3,4,0,1,0
34,British,Single,Masters,Canada,Student,48,10604,197663,18,0,0,0,1
27,Australian,Single,Masters,UK,Work,361,4895,135833,15,2,0,0,1
25,American,Married,Bachelors,Canada,Tourist,344,11211,118945,16,2,0,0,0
62,British,Divorced,High School,UK,Student,37,7302,19410,15,5,0,0,0
41,British,Married,PhD,USA,Work,242,9220,71148,13,5,0,0,0
29,Australian,Single,Masters,France,Work,63,1750,189737,9,3,0,0,0
52,Indian,Single,Masters,Germany,Student,180,1731,131282,14,4,1,0,0
67,British,Divorced,PhD,Canada,Student,232,10470,68742,10,3,1,0,0
28,Chinese,Single,Masters,USA,Student,353,7762,27553,1,2,0,0,1
46,Nigerian,Married,Bachelors,Canada,Tourist,264,14338,191972,1,0,0,0,1
57,Chinese,Divorced,PhD,Germany,Tourist,128,4779,40372,5,0,0,0,1
21,Canadian,Married,PhD,Canada,Student,208,12117,95460,4,4,0,0,0
69,Chinese,Single,High School,France,Tourist,322,14093,162231,8,2,1,1,0
33,German,Single,High School,Australia,Work,115,3030,39383,6,4,1,0,0
44,German,Married,High School,USA,Tourist,242,4231,4195,9,0,1,0,1
47,Indian,Married,High School,USA,Tourist,252,10827,124774,16,3,0,0,0
55,Australian,Married,PhD,UK,Tourist,333,6358,24900,11,4,0,0,0
41,Indian,Married,Masters,Australia,Tourist,215,6049,66196,11,0,1,0,1
20,British,Divorced,Bachelors,USA,Work,172,4244,9241,12,3,0,0,0
34,Indian,Married,PhD,Germany,Student,298,1561,89868,13,4,1,0,0
31,Chinese,Single,PhD,UK,Tourist,278,9386,48422,13,0,1,0,1
55,British,Divorced,PhD,USA,Student,139,9601,180448,15,2,1,1,0
41,Nigerian,Married,Bachelors,UK,Work,96,12753,169925,6,1,1,0,1
31,Australian,Single,High School,Germany,Student,354,4218,111037,12,2,0,0,1
35,German,Married,High School,France,Work,87,10911,73306,5,3,0,0,0
37,Australian,Single,Bachelors,UK,Tourist,346,711,23223,10,2,1,0,0
43,Canadian,Divorced,High School,Canada,Work,220,13634,140820,20,0,0,0,1
32,German,Single,High School,Germany,Tourist,218,9321,49095,2,2,0,0,0
25,Canadian,Married,Bachelors,Canada,Work,280,8592,112059,12,4,1,0,0
36,Canadian,Single,High School,France,Tourist,182,6557,34956,14,4,0,0,0
60,American,Divorced,Bachelors,Canada,Work,174,13371,189437,7,3,0,0,0
44,Australian,Single,Bachelors,UK,Student,249,13252,116576,20,0,0,0,1
23,American,Divorced,Bachelors,UK,Student,119,9064,117434,6,2,0,0,1
68,Indian,Single,Bachelors,UK,Tourist,84,3992,86788,9,0,1,0,1
48,German,Divorced,High School,UK,Student,311,3821,166714,17,4,1,0,0
69,Australian,Married,PhD,Canada,Tourist,143,7446,86328,0,3,1,0,1
42,Indian,Divorced,Bachelors,France,Student,63,14204,198694,1,0,1,0,1
39,British,Married,Bachelors,Australia,Tourist,95,13155,9386,10,0,0,0,1
29,Chinese,Divorced,High School,France,Tourist,192,8280,24473,13,2,1,0,0
30,Chinese,Divorced,PhD,Australia,Tourist,186,4023,36854,12,1,1,0,1
52,Australian,Single,Bachelors,Australia,Tourist,34,12521,177827,9,0,1,0,1
26,American,Married,PhD,Germany,Tourist,297,8210,66648,6,0,1,0,1
44,Canadian,Married,High School,USA,Work,87,7563,52780,18,3,0,0,0
60,Australian,Divorced,Masters,USA,Tourist,275,12916,104770,13,2,0,0,1
25,Indian,Single,Masters,Germany,Tourist,263,14591,199828,20,0,1,0,1
37,Indian,Divorced,PhD,Australia,Student,252,14858,101226,11,3,1,0,1
24,British,Married,Masters,Germany,Student,146,6584,10436,14,2,1,0,1
21,Canadian,Divorced,Masters,France,Tourist,303,14349,186662,11,4,0,0,0
51,British,Single,PhD,Australia,Student,270,549,24586,10,5,1,0,0
27,Australian,Single,Bachelors,Australia,Work,323,8934,27268,16,4,1,0,0
63,German,Married,PhD,France,Student,201,12372,70233,13,1,1,0,1
44,Australian,Married,Masters,UK,Work,311,10032,87519,3,2,1,0,1
46,American,Divorced,PhD,Australia,Tourist,129,6562,47795,0,1,1,0,1
58,Indian,Divorced,High School,Australia,Tourist,197,2523,55078,7,2,0,0,0
26,Canadian,Single,Masters,Canada,Student,173,2312,88944,4,2,1,0,0
50,American,Married,PhD,Germany,Student,338,6078,96683,6,4,0,0,0
27,British,Single,High School,Germany,Work,189,9205,167153,5,4,0,0,0
36,British,Married,Masters,France,Student,63,13637,81330,16,5,0,0,0
59,Canadian,Single,PhD,UK,Tourist,16,1709,108115,10,3,1,0,0
58,Nigerian,Single,PhD,Australia,Student,336,13675,63704,2,0,1,0,1
58,Chinese,Married,Bachelors,Canada,Student,134,9185,184253,7,0,1,0,1
68,German,Divorced,PhD,Australia,Tourist,59,6960,155317,15,1,1,0,1
27,American,Married,High School,Australia,Student,90,3161,33437,9,2,1,0,0
68,Indian,Single,Bachelors,UK,Tourist,275,2068,11099,1,2,0,0,0
44,Australian,Single,PhD,Australia,Student,130,11693,49955,7,4,1,0,0
22,Indian,Married,Masters,UK,Work,344,14815,5195,8,0,1,0,1
20,Canadian,Married,Bachelors,France,Tourist,335,1662,20529,19,2,0,0,0
18,American,Divorced,PhD,USA,Work,20,7304,132543,2,1,0,1,0
66,Indian,Divorced,High School,Germany,Tourist,85,1133,150780,15,5,0,0,0
56,Nigerian,Single,Masters,USA,Work,200,5344,103465,2,4,1,0,0
60,Australian,Divorced,Masters,Germany,Student,360,11776,153109,7,4,1,0,1
28,German,Divorced,PhD,Germany,Work,92,12980,97489,1,1,1,1,0
28,Chinese,Single,High School,France,Work,312,9098,178004,10,1,0,0,1
51,Indian,Single,PhD,Australia,Tourist,93,9322,63690,10,1,0,0,1
21,German,Married,PhD,USA,Student,271,6894,42447,17,2,0,0,0
45,German,Married,Masters,USA,Tourist,227,4770,16504,13,3,1,0,0
60,Indian,Married,PhD,Australia,Student,94,4974,127885,9,2,0,1,0
31,German,Married,PhD,France,Work,361,4509,164819,15,2,1,0,1
22,Nigerian,Married,PhD,UK,Work,123,8628,140573,3,0,1,0,1
61,Nigerian,Married,Masters,USA,Student,67,13039,156301,15,5,1,0,0
40,American,Single,PhD,France,Tourist,290,4199,1792,14,3,0,0,0
43,Nigerian,Divorced,Masters,UK,Tourist,266,7676,145790,0,2,1,0,1
