age,nationality,marital_status,education_level,destination_country,visa_type,duration_of_stay,monthly_income_usd,bank_balance_usd,prev_countries_visited,prev_visa_rejections,has_return_ticket,has_criminal_record,visa_approved
65,Chinese,Single,High School,Australia,Tourist,88,2883,148915,17,2,1,0,0
48,Canadian,Single,Masters,USA,Student,298,4125,85025,12,0,1,0,1
35,Indian,Divorced,PhD,USA,Tourist,135,13379,153491,11,1,1,0,1
68,Indian,Married,High School,UK,Tourist,350,11949,22099,6,4,0,0,0
61,German,Single,Bachelors,Australia,Student,192,2769,20884,14,3,0,0,0
21,British,Married,High School,UK,Student,128,2682,158449,5,3,1,0,0
54,Chinese,Married,PhD,UK,Tourist,211,7702,131960,1,4,1,0,0
28,Australian,Married,Bachelors,Germany,Work,49,6546,29048,10,0,0,0,1
28,Indian,Divorced,Masters,USA,Student,66,11472,92313,13,0,1,0,1
52,Indian,Divorced,PhD,UK,Tourist,47,10800,151487,14,2,1,0,1
40,American,Married,PhD,Canada,Work,345,11024,156370,3,2,0,0,1
63,Canadian,Single,PhD,USA,Work,150,8975,47864,1,5,1,0,0
62,Chinese,Divorced,Bachelors,Germany,Student,71,5780,190115,19,0,1,0,1
38,Canadian,Single,Masters,USA,Work,80,5859,135087,2,2,0,0,1
61,American,Divorced,Masters,Australia,Tourist,217,14991,139551,15,5,0,0,0
42,Nigerian,Single,Bachelors,Australia,Student,253,8416,63007,16,4,0,1,0
57,Chinese,Divorced,High School,UK,Student,152,10231,176114,20,5,0,0,0
27,Australian,Married,PhD,USA,Work,278,12624,32170,13,4,0,0,0
27,Canadian,Divorced,PhD,Canada,Student,364,4679,79648,3,0,1,0,1
26,Canadian,Single,High School,France,Work,100,8655,68645,19,5,0,0,0
58,Chinese,Divorced,High School,Australia,Student,340,13394,86621,2,1,1,0,1
69,German,Married,Masters,Australia,Student,230,3383,49819,19,1,1,0,0
32,Canadian,Single,Bachelors,Germany,Tourist,198,2677,191621,14,3,0,0,0
67,American,Divorced,Masters,UK,Tourist,227,10362,34411,12,1,0,0,1
44,Nigerian,Single,High School,France,Work,358,7437,122121,9,5,1,0,0
62,American,Single,High School,Australia,Work,144,4028,67550,11,3,0,0,1
30,Indian,Married,High School,USA,Work,190,13978,51012,12,1,1,0,1
18,Canadian,Married,PhD,France,Work,328,4463,72946,9,2,1,0,1
36,German,Married,High School,UK,Student,89,3782,82819,13,5,1,0,0
44,German,Married,Bachelors,USA,Tourist,331,12648,165229,16,0,1,0,1
50,Indian,Married,High School,Canada,Student,239,14883,180536,9,4,0,0,0
19,Australian,Divorced,PhD,UK,Student,309,5339,190054,20,2,0,0,1
63,Indian,Married,PhD,USA,Tourist,204,13007,121322,4,4,1,0,0
33,Chinese,Married,High School,France,Work,264,9545,48745,18,4,0,0,0
58,Nigerian,Single,Bachelors,Australia,Student,300,14535,99378,6,3,1,0,0
34,Australian,Divorced,PhD,Germany,Tourist,275,9891,149617,8,3,1,0,0
18,Chinese,Single,Bachelors,Germany,Tourist,223,14751,145513,14,0,0,0,1
19,American,Married,PhD,USA,Work,47,10722,192204,11,5,0,0,0
67,American,Married,Masters,Germany,Work,342,13284,32037,19,0,1,0,1
46,Chinese,Divorced,Bachelors,France,Work,125,12570,85127,15,1,0,0,1
31,Chinese,Divorced,High School,USA,Student,291,13065,156395,9,0,0,0,1
33,Indian,Single,PhD,Canada,Student,15,10487,110818,18,0,1,0,1
54,Canadian,Married,High School,Germany,Work,49,14442,4734,8,0,1,0,1
38,Canadian,Divorced,Bachelors,Canada,Work,167,14312,23026,3,0,0,1,0
66,Canadian,Married,Masters,France,Work,142,11433,5895,8,2,0,0,1
54,Indian,Divorced,PhD,France,Work,11,13564,14662,8,5,0,0,0
68,Chinese,Single,Masters,Germany,Tourist,50,6817,171023,5,1,1,0,1
49,German,Married,PhD,Germany,Work,350,14583,69597,20,3,1,0,0
52,German,Married,High School,USA,Student,147,1451,199488,10,4,1,0,0
23,Chinese,Divorced,Masters,USA,Student,131,14770,86030,16,1,0,0,1
21,Nigerian,Single,Masters,UK,Student,339,9701,152142,16,2,1,0,1
21,American,Single,Masters,Canada,Student,37,8393,61474,3,4,1,0,0
48,Chinese,Single,PhD,Germany,Student,169,10781,54775,4,2,0,1,0
51,Nigerian,Married,Masters,Germany,Tourist,103,7292,99908,19,3,1,0,0
35,Chinese,Single,Masters,France,Work,248,6934,169113,10,3,1,0,1
60,Indian,Married,High School,Germany,Work,89,12292,131534,11,4,1,0,0
57,German,Divorced,High School,Canada,Work,351,4204,83212,11,4,1,0,0
32,British,Single,PhD,France,Tourist,112,6829,109254,12,1,0,0,1
65,Australian,Single,PhD,USA,Tourist,347,5747,35977,1,5,0,0,0
26,Australian,Married,Bachelors,Canada,Work,137,8434,110127,1,3,0,0,0
24,Indian,Single,Bachelors,USA,Tourist,30,3284,35862,14,1,1,0,1
62,Chinese,Divorced,Masters,Australia,Student,37,9002,146204,7,3,0,0,0
28,Australian,Married,Bachelors,Canada,Student,117,896,64928,18,1,1,0,0
22,Nigerian,Divorced,High School,Germany,Work,101,13608,109982,18,4,0,0,0
23,British,Married,Bachelors,Canada,Tourist,103,11971,172302,2,5,1,0,0
20,Canadian,Married,Bachelors,Canada,Student,83,12744,185848,18,0,1,0,1
61,Australian,Married,High School,France,Work,273,8683,176577,8,2,0,0,1
56,German,Divorced,Bachelors,Canada,Tourist,361,7875,30694,15,5,0,0,0
55,Chinese,Single,High School,UK,Work,243,7950,4067,12,1,0,0,0
38,British,Single,PhD,France,Student,319,9749,193837,20,1,1,0,1
67,Indian,Single,High School,UK,Student,208,12847,194845,6,2,1,0,1
22,German,Divorced,Masters,France,Tourist,349,10180,152357,10,3,1,0,0
55,German,Divorced,PhD,Australia,Student,305,5797,77417,10,0,0,0,1
45,Nigerian,Divorced,High School,Germany,Work,299,11217,75746,11,2,0,0,1
30,Chinese,Single,PhD,USA,Tourist,240,10109,85877,8,3,0,0,0
58,Indian,Single,High School,Australia,Tourist,333,4033,154289,7,0,1,0,1
50,Canadian,Single,Masters,Canada,Student,250,13959,99644,3,2,0,0,1
19,Chinese,Divorced,Bachelors,UK,Work,237,7368,7307,15,4,1,0,0
19,Chinese,Married,Bachelors,USA,Work,189,1420,141136,16,5,1,0,0
63,British,Married,Bachelors,Germany,Work,25,14479,27198,18,3,0,0,0
28,American,Divorced,Bachelors,Australia,Work,58,1138,36170,6,2,0,0,0
69,German,Single,Bachelors,Canada,Tourist,145,13979,30202,4,5,1,0,0
39,Indian,Divorced,Masters,France,Work,340,13218,27224,11,1,1,0,1
47,Australian,Married,Bachelors,France,Tourist,141,13286,114044,12,3,1,0,0
60,Australian,Married,Bachelors,Australia,Student,307,14245,111735,11,0,1,0,1
60,German,Married,Bachelors,Germany,Tourist,222,13705,3541,0,3,1,0,0
29,German,Divorced,High School,Canada,Work,213,10026,27953,1,3,1,0,0
59,Indian,Divorced,High School,UK,Student,250,5218,14667,12,2,1,0,0
65,Chinese,Married,Bachelors,Canada,Work,319,13351,51758,19,3,1,0,0
67,Indian,Divorced,Bachelors,Canada,Student,350,14083,180462,16,5,1,1,0
25,Australian,Divorced,Bachelors,Australia,Student,240,2183,28064,18,1,1,0,0
19,German,Single,High School,UK,Work,30,10391,21133,3,5,0,0,0
67,Chinese,Married,Bachelors,UK,Student,93,9118,165958,20,0,0,0,1
61,Indian,Single,High School,Germany,Work,305,4685,55466,16,4,0,0,0
32,Australian,Divorced,PhD,Germany,Student,346,14783,60604,2,3,0,0,0
22,Chinese,Married,High School,USA,Student,299,3259,86907,11,4,0,0,0
22,Chinese,Married,Masters,USA,Work,59,12646,160602,3,4,1,0,0
44,Indian,Divorced,Bachelors,Canada,Work,245,8763,71967,9,1,1,0,1
49,Nigerian,Single,PhD,USA,Work,284,13357,124023,13,2,0,0,1
53,German,Married,Masters,Canada,Work,153,13129,131766,3,2,0,0,1
68,German,Divorced,High School,UK,Student,226,3350,62696,13,3,1,0,0
21,Indian,Married,High School,Australia,Tourist,301,4413,141722,20,1,1,0,1
36,Indian,Divorced,Masters,USA,Work,282,9427,18749,8,5,1,0,0
67,Indian,Divorced,PhD,Germany,Student,90,13410,75248,1,1,0,0,1
55,Indian,Married,Masters,USA,Work,298,3428,102798,10,0,1,0,1
54,Nigerian,Married,Masters,Australia,Tourist,179,4927,87800,3,2,0,0,0
32,Nigerian,Married,High School,Canada,Work,254,2909,99975,1,0,1,0,1
31,German,Single,High School,USA,Tourist,194,6122,106552,3,3,0,0,0
35,Canadian,Single,Masters,Australia,Work,304,11473,97654,2,5,1,0,0
53,Canadian,Married,Bachelors,UK,Student,161,6915,177864,15,3,1,0,0
53,German,Divorced,PhD,France,Student,95,1772,125687,7,3,1,0,1
49,German,Divorced,Masters,UK,Work,66,13114,117400,17,4,0,0,0
25,Australian,Single,High School,USA,Work,245,8335,172460,2,0,1,0,1
24,Indian,Married,PhD,Canada,Work,34,8160,120465,3,1,1,0,1
33,American,Single,Masters,Canada,Work,296,1359,94875,9,1,0,0,1
54,German,Single,High School,UK,Work,331,8325,130582,19,2,1,0,1
53,Indian,Single,Masters,Germany,Student,122,2251,106533,17,1,1,0,1
35,Australian,Married,Bachelors,UK,Tourist,131,11043,123381,0,5,1,0,0
18,American,Single,High School,France,Tourist,231,5852,154419,18,2,0,0,1
35,German,Single,High School,France,Student,15,13980,37744,15,1,0,0,0
25,Australian,Single,Masters,USA,Work,325,513,27997,4,4,1,0,0
21,American,Divorced,PhD,France,Work,186,13976,113772,12,3,1,0,0
63,Australian,Single,High School,UK,Work,173,6437,79422,16,1,0,0,1
25,Nigerian,Divorced,Masters,France,Work,126,9657,135380,0,5,0,0,0
61,Chinese,Divorced,Masters,Canada,Tourist,253,6467,5476,12,2,0,0,0
39,British,Married,PhD,Australia,Work,229,3019,57326,12,1,1,0,1
45,German,Single,PhD,UK,Student,241,3353,138517,2,2,1,0,1
65,Indian,Married,Bachelors,Canada,Work,210,7167,44863,19,2,0,0,0
20,Nigerian,Divorced,Masters,France,Student,146,9217,154243,11,2,0,0,1
52,Chinese,Divorced,Bachelors,UK,Tourist,177,6090,162353,13,5,1,0,0
63,German,Single,High School,Australia,Student,64,7354,192459,9,4,0,0,0
39,Indian,Single,Bachelors,France,Student,117,601,90143,15,2,0,0,0
29,Australian,Divorced,PhD,UK,Work,330,13221,77599,6,0,0,0,1
24,Chinese,Divorced,Masters,France,Work,41,1837,197068,19,5,0,1,0
68,Canadian,Divorced,PhD,Australia,Tourist,205,12808,192650,4,4,1,0,0
40,German,Single,High School,France,Work,351,7636,185698,0,4,0,0,0
39,Canadian,Divorced,Bachelors,Canada,Tourist,229,9506,14504,19,1,0,0,0
31,Nigerian,Single,Bachelors,UK,Tourist,117,933,75510,17,2,0,0,0
22,British,Married,Masters,France,Tourist,226,9415,125282,0,2,0,0,1
67,Australian,Married,PhD,Australia,Student,243,10875,60432,10,2,1,0,1
23,Chinese,Single,Bachelors,Australia,Work,257,14143,156142,7,0,1,0,1
34,Nigerian,Single,PhD,Canada,Tourist,46,9328,16583,2,3,1,0,0
48,Indian,Married,PhD,USA,Work,43,11194,182715,8,4,0,0,0
48,Chinese,Single,Bachelors,UK,Student,44,14166,74497,16,0,0,0,1
21,American,Divorced,High School,Australia,Tourist,362,1039,7711,19,3,1,0,0
33,Australian,Single,High School,France,Work,351,8916,80411,17,5,1,0,0
38,Nigerian,Divorced,PhD,Canada,Work,270,6580,21503,8,4,0,0,0
46,Nigerian,Married,High School,USA,Student,214,1443,15779,16,2,1,0,0
41,Australian,Single,PhD,USA,Student,318,10038,17442,6,4,1,0,0
63,Australian,Married,Bachelors,USA,Student,328,14716,195120,6,0,1,0,1
33,Indian,Married,Masters,USA,Tourist,298,7317,125264,3,0,0,0,1
23,American,Married,Masters,Germany,Student,17,13196,11904,4,1,1,1,0
38,Australian,Divorced,High School,Germany,Tourist,336,4635,174399,16,5,0,0,0
19,Nigerian,Single,High School,UK,Work,82,7765,74256,18,1,1,0,1
62,Indian,Divorced,PhD,UK,Work,352,14162,86398,1,2,1,0,0
56,Nigerian,Married,Bachelors,Australia,Student,39,6085,89395,9,0,1,0,1
34,Australian,Married,High School,Canada,Student,49,13779,192880,5,5,1,0,0
42,Canadian,Divorced,Masters,Germany,Work,144,704,51005,1,2,1,0,0
63,Chinese,Single,Bachelors,Australia,Tourist,345,10554,180714,5,1,1,0,1
33,Canadian,Divorced,High School,UK,Student,108,12238,155562,13,2,1,0,1
54,American,Married,High School,Australia,Work,161,3236,167376,6,0,1,0,1
19,American,Divorced,PhD,USA,Student,104,9636,141972,9,5,1,0,0
39,German,Married,PhD,UK,Tourist,145,9303,46646,15,2,0,0,0
42,German,Divorced,Masters,France,Tourist,26,12481,93099,14,5,1,0,0
50,Indian,Divorced,PhD,Canada,Student,107,7733,59197,19,4,1,0,0
31,American,Single,PhD,Canada,Tourist,72,6211,139824,12,2,1,0,1
30,Australian,Single,Bachelors,Germany,Student,180,2502,37467,8,4,1,0,0
69,British,Single,High School,UK,Work,338,14839,179802,2,5,0,0,0
35,British,Single,Bachelors,USA,Work,180,2428,174907,20,3,0,0,0
47,Chinese,Single,Bachelors,France,Student,122,4718,46549,7,4,0,0,0
57,American,Single,Masters,Germany,Student,171,3008,121999,2,4,1,0,0
51,Chinese,Divorced,High School,Canada,Work,353,5214,56305,5,2,1,0,0
64,British,Single,PhD,Germany,Tourist,336,780,181664,14,1,1,0,1
57,American,Divorced,PhD,Canada,Work,109,12375,164411,5,3,1,0,1
51,German,Divorced,Bachelors,UK,Tourist,207,14638,104691,9,5,0,0,0
53,Chinese,Single,PhD,France,Work,240,4392,83076,5,0,0,0,1
36,Australian,Married,Bachelors,USA,Student,71,9878,193577,2,0,0,0,1
27,Indian,Single,High School,Australia,Tourist,356,5587,191832,13,2,0,0,0
20,Nigerian,Married,Masters,Canada,Tourist,45,11311,156535,10,4,0,0,0
58,Indian,Divorced,PhD,Australia,Student,342,3925,20890,9,4,0,0,0
20,Canadian,Divorced,Masters,Australia,Work,192,11702,10635,5,0,0,0,1
49,Nigerian,Married,PhD,Australia,Tourist,297,559,96113,4,5,1,0,0
60,British,Divorced,PhD,Canada,Tourist,67,6394,61790,8,0,0,0,1
42,British,Married,PhD,Canada,Student,234,6394,164496,16,2,0,0,1
44,British,Single,High School,UK,Tourist,214,12185,9182,20,0,1,0,0
31,Nigerian,Single,PhD,France,Work,171,3431,159652,18,3,1,0,0
38,Indian,Single,High School,USA,Tourist,71,14776,8192,13,5,1,0,0
51,American,Married,PhD,UK,Work,79,13589,55018,0,5,1,0,0
53,Chinese,Single,Bachelors,Canada,Student,232,12530,50870,10,1,1,0,1
27,Canadian,Married,Masters,Germany,Student,131,2378,57722,10,4,0,1,0
25,Chinese,Married,Masters,France,Student,65,1071,61697,20,4,0,0,0
55,Australian,Married,Masters,UK,Work,98,7944,132605,5,0,1,0,1
25,American,Single,Bachelors,Canada,Tourist,24,1211,187105,0,5,1,0,0
58,Australian,Married,Bachelors,Germany,Work,286,3718,7543,20,3,1,0,0
19,German,Married,Bachelors,USA,Tourist,189,10992,2373,8,4,0,0,0
47,Canadian,Married,Bachelors,Germany,Tourist,219,10888,149076,4,4,0,0,0
45,Nigerian,Single,Masters,UK,Work,324,1801,4841,13,2,0,0,0
58,Indian,Married,Bachelors,Germany,Work,152,10818,2732,1,3,0,1,0
39,Chinese,Single,PhD,France,Work,198,9812,170757,2,4,0,0,0
31,Nigerian,Single,Masters,USA,Work,23,8691,90994,4,1,1,0,1
67,Indian,Married,High School,Germany,Work,110,3506,31441,20,4,0,0,0
24,Indian,Single,Masters,USA,Tourist,231,10626,98526,13,5,0,0,0
26,British,Married,Masters,UK,Work,93,12278,27295,19,0,1,0,1
36,Nigerian,Single,High School,France,Work,328,7102,18340,10,2,0,0,0
44,American,Married,PhD,Canada,Student,247,2357,58341,9,5,0,0,0
41,Canadian,Single,High School,Australia,Work,86,8050,87022,16,4,0,0,0
19,American,Divorced,Masters,Australia,Work,109,10989,146209,15,4,0,0,0
50,Indian,Single,Bachelors,Canada,Work,17,13967,7339,18,4,1,0,0
23,Nigerian,Married,High School,Germany,Tourist,258,9849,144636,19,0,1,0,1
35,British,Married,Bachelors,USA,Work,134,4587,196144,15,5,1,0,0
38,American,Married,High School,UK,Student,53,4831,134817,19,5,0,0,0
47,Canadian,Single,Bachelors,Canada,Student,261,14325,81604,2,2,1,0,1
47,British,Single,PhD,Germany,Student,10,9683,92712,9,0,1,0,1
52,Nigerian,Married,PhD,France,Work,333,14677,196746,2,5,0,0,0
29,Indian,Married,Masters,Australia,Tourist,262,1233,147036,14,1,0,0,1
42,Nigerian,Married,Bachelors,Australia,Student,128,12005,101126,17,4,0,0,0
20,American,Divorced,High School,USA,Tourist,88,11957,24059,19,5,0,0,0
46,Nigerian,Married,PhD,UK,Tourist,124,14209,47778,11,4,0,0,0
26,Canadian,Divorced,PhD,UK,Student,112,4007,17202,16,1,1,0,1
31,Chinese,Married,High School,UK,Work,339,13103,65165,8,4,0,0,0
21,American,Single,Bachelors,UK,Work,205,12925,72832,7,5,1,0,0
68,British,Divorced,PhD,Canada,Student,241,14565,126227,0,0,1,0,1
33,Indian,Divorced,High School,UK,Tourist,153,2181,183931,16,4,0,0,0
45,British,Single,PhD,Australia,Student,246,3215,26642,1,4,0,0,0
35,Chinese,Divorced,Masters,Australia,Student,325,10055,87435,1,1,1,0,1
41,American,Married,Masters,Australia,Tourist,64,13833,108417,20,4,1,0,0
23,Nigerian,Single,PhD,UK,Work,94,7003,182372,20,3,0,0,1
64,Chinese,Married,PhD,UK,Work,294,10626,7672,9,1,0,0,1
38,Australian,Married,PhD,Australia,Tourist,304,9318,144401,6,4,0,0,0
20,British,Single,Bachelors,France,Tourist,96,4993,39231,13,5,1,0,0
55,Indian,Married,Masters,France,Student,145,1463,27205,16,3,1,0,0
38,Nigerian,Married,High School,Germany,Tourist,204,13872,186180,7,1,0,0,1
59,German,Single,Bachelors,France,Tourist,341,11929,22005,15,3,1,0,0
53,Australian,Married,High School,USA,Work,362,10918,146045,1,5,1,0,0
33,British,Divorced,Masters,France,Tourist,44,12974,192749,16,3,0,0,0
64,Nigerian,Single,Masters,France,Work,244,12251,192178,4,2,1,0,1
36,Indian,Single,PhD,UK,Student,298,1999,10881,3,2,0,0,0
57,Indian,Single,High School,UK,Work,35,2265,3218,3,0,0,0,0
28,Chinese,Married,Bachelors,France,Work,338,6640,157293,3,2,1,0,1
26,American,Single,High School,Australia,Tourist,334,9967,112028,16,4,0,0,0
49,Canadian,Divorced,Bachelors,UK,Student,86,5510,9472,5,0,0,0,1
68,British,Divorced,Masters,UK,Work,216,12598,19743,2,1,0,1,0
45,Chinese,Married,High School,Canada,Student,272,8949,144782,19,5,1,0,0
37,Indian,Single,Bachelors,Canada,Student,190,6506,40017,10,5,0,0,0
64,British,Single,Masters,France,Student,329,14865,90264,14,0,1,0,1
55,Indian,Married,PhD,Australia,Tourist,283,3499,135952,3,3,0,1,0
22,Nigerian,Divorced,Masters,UK,Work,350,11348,133883,11,2,0,0,1
26,Chinese,Single,Bachelors,UK,Work,46,11822,13955,15,3,1,0,0
69,Chinese,Married,High School,Canada,Tourist,224,2954,69543,2,0,1,0,1
62,American,Divorced,High School,Germany,Work,152,2211,127420,2,5,0,0,0
27,Indian,Single,High School,France,Student,243,10992,31586,5,4,0,1,0
68,British,Married,PhD,Canada,Work,204,13856,189534,7,5,1,0,0
46,American,Single,Masters,UK,Student,255,7867,143114,2,1,0,0,1
40,Chinese,Divorced,Bachelors,Germany,Work,259,11186,57783,11,0,0,0,1
59,American,Divorced,PhD,France,Work,82,4613,22169,16,4,0,0,0
19,Chinese,Divorced,High School,Australia,Student,90,4526,34498,2,5,0,0,0
30,American,Single,Masters,UK,Work,263,11767,108734,10,2,1,0,1
32,Australian,Married,Masters,Canada,Work,362,12121,188653,10,1,1,0,1
24,Chinese,Married,PhD,Australia,Student,152,11661,47764,0,2,1,0,0
25,American,Single,Bachelors,USA,Tourist,126,9989,116520,1,3,0,0,0
28,Indian,Married,Masters,USA,Student,174,7986,188272,18,2,0,0,1
21,Australian,Single,Bachelors,Germany,Tourist,213,1973,121539,7,2,1,0,0
40,Indian,Divorced,Bachelors,France,Work,176,12887,161705,13,0,1,0,1
39,Chinese,Married,PhD,France,Work,225,1086,33851,15,1,1,0,1
44,Chinese,Divorced,PhD,USA,Work,101,13351,185423,19,5,1,0,0
48,British,Divorced,Bachelors,France,Tourist,23,11867,5552,11,2,1,0,0
35,Chinese,Single,Bachelors,USA,Tourist,211,13602,77531,4,1,0,0,1
57,Australian,Married,PhD,France,Tourist,231,5700,123305,3,1,0,0,1
44,Australian,Married,PhD,Canada,Student,252,2300,186416,10,2,0,0,0
68,Canadian,Married,PhD,France,Tourist,297,10755,117067,15,3,1,0,1
28,Indian,Single,PhD,Australia,Student,349,10490,108033,5,1,1,0,1
29,German,Single,PhD,USA,Student,348,3076,69912,1,2,0,0,0
60,German,Single,High School,Australia,Student,194,14995,172412,11,0,1,0,1
21,Indian,Single,Bachelors,France,Student,78,8599,43093,1,3,0,0,0
65,British,Married,High School,UK,Work,256,6825,4480,1,5,0,0,0
43,Canadian,Married,High School,Germany,Student,106,6068,68377,2,1,1,0,1
25,Nigerian,Single,PhD,France,Student,79,7334,119050,1,3,0,0,1
40,Indian,Married,Bachelors,USA,Tourist,364,11765,107645,2,4,0,0,0
19,Canadian,Divorced,High School,Australia,Student,183,7644,148707,11,5,1,0,0
57,American,Divorced,High School,Germany,Student,228,7166,144100,10,0,0,0,1
36,Canadian,Married,Masters,UK,Student,323,12241,183477,4,2,0,0,1
19,British,Single,PhD,UK,Work,20,12703,37385,5,1,0,0,0
62,British,Single,Bachelors,Australia,Student,344,11672,73177,19,5,1,0,0
18,Australian,Married,Masters,UK,Student,51,2211,129398,6,4,1,0,0
21,British,Married,Masters,USA,Student,177,9616,132081,20,0,1,0,1
40,Chinese,Single,PhD,Germany,Work,230,13976,113798,18,3,0,0,0
69,Canadian,Married,Masters,USA,Work,30,4933,189507,9,5,0,0,0
18,German,Married,High School,Australia,Student,94,6570,137077,10,4,0,0,0
21,Nigerian,Married,Bachelors,Canada,Tourist,309,887,145074,4,4,0,0,0
44,German,Married,Bachelors,Canada,Tourist,313,9923,139370,15,2,0,0,0
37,Australian,Divorced,Masters,Australia,Tourist,351,9242,10778,12,2,1,1,0
37,Nigerian,Divorced,PhD,Australia,Tourist,306,1216,137789,11,4,1,0,0
40,German,Divorced,PhD,USA,Student,203,10633,160806,0,5,0,0,0
66,Canadian,Divorced,High School,USA,Work,17,4765,124818,16,3,0,0,0
23,British,Single,Bachelors,Canada,Work,78,2014,74831,17,5,0,0,0
69,British,Married,Masters,USA,Work,182,12628,190787,13,0,0,0,1
36,Chinese,Divorced,Bachelors,USA,Work,79,7849,80851,5,2,1,0,0
59,American,Married,Bachelors,Australia,Work,322,3383,64300,1,2,0,0,0
47,Chinese,Married,PhD,USA,Work,357,9801,92089,0,1,1,0,1
55,Australian,Divorced,Bachelors,UK,Student,304,673,12667,20,2,1,0,0
36,American,Divorced,High School,Australia,Student,173,4074,182866,7,1,1,0,1
58,Canadian,Married,High School,UK,Student,158,3000,198113,2,2,0,1,0
58,Canadian,Single,PhD,USA,Work,254,14468,30281,7,3,1,0,0
66,Indian,Single,Masters,Germany,Work,128,3807,16236,17,2,0,0,0
48,German,Single,PhD,UK,Work,271,11711,100443,14,0,1,0,1
37,Chinese,Divorced,Bachelors,Canada,Tourist,164,7651,88201,20,3,0,0,0
68,American,Married,PhD,Australia,Work,201,5546,19504,13,5,0,0,0
19,Nigerian,Divorced,Masters,USA,Student,211,9459,110703,18,5,0,0,0
29,Chinese,Married,Masters,Germany,Work,315,5755,104148,10,0,0,0,1
64,German,Single,High School,France,Work,287,7722,149546,13,0,1,0,1
57,Indian,Married,Masters,USA,Tourist,44,9349,8732,9,3,0,0,0
66,German,Divorced,Masters,Canada,Student,84,1643,182815,11,4,0,0,0
65,American,Single,Masters,USA,Student,91,12415,41120,3,5,1,0,0
57,British,Married,Bachelors,Germany,Student,133,9808,192518,18,1,0,0,1
44,Canadian,Single,Masters,UK,Work,353,7867,28825,6,3,0,0,0
29,British,Single,High School,France,Work,38,3139,96493,15,3,0,1,0
53,Indian,Married,PhD,Germany,Student,119,6874,99394,4,4,0,0,0
39,British,Divorced,Masters,Canada,Student,331,3518,80310,5,2,0,0,1
22,Indian,Married,High School,France,Student,231,5115,139691,1,2,0,0,0
68,German,Divorced,High School,Canada,Work,70,11552,27827,8,2,0,0,0
69,American,Married,Masters,USA,Work,116,9434,78783,16,3,0,0,0
63,German,Married,Masters,Germany,Work,356,6690,140661,2,1,0,0,1
66,American,Divorced,High School,USA,Work,150,9202,131289,14,3,0,0,0
38,Chinese,Married,High School,Germany,Work,128,2623,19786,4,4,0,0,0
68,Australian,Divorced,PhD,Australia,Work,107,8930,187265,12,4,0,0,0
64,Canadian,Married,Masters,Canada,Student,184,9646,113035,16,5,1,0,0
19,Australian,Divorced,Bachelors,UK,Student,310,14068,77349,8,2,1,0,1
35,German,Single,PhD,USA,Tourist,259,9387,59037,2,0,1,0,1
20,Australian,Divorced,High School,Australia,Student,322,13854,182786,20,4,0,0,0
61,American,Married,Masters,Australia,Tourist,125,11326,186968,11,1,1,0,1
25,German,Married,PhD,USA,Work,222,7041,158808,12,5,0,0,0
24,British,Divorced,Bachelors,UK,Student,39,9351,75352,20,2,1,0,1
20,Indian,Divorced,High School,Australia,Tourist,292,4111,177953,2,1,1,0,0
40,British,Divorced,Bachelors,Australia,Tourist,134,531,60748,7,1,0,0,1
60,Indian,Single,Masters,Canada,Tourist,308,6520,90645,6,1,1,0,1
32,Australian,Single,High School,Germany,Tourist,208,3190,65905,16,3,0,0,0
52,Nigerian,Single,Bachelors,Canada,Tourist,269,8491,176167,19,0,1,0,1
39,American,Single,Masters,Australia,Tourist,277,10641,109339,8,3,0,0,0
48,German,Married,PhD,Australia,Tourist,231,9653,104203,10,3,0,1,0
38,Indian,Married,PhD,Australia,Student,138,5250,48306,13,0,0,0,1
57,German,Divorced,PhD,Canada,Student,312,553,163332,13,1,1,0,1
43,Indian,Single,Masters,UK,Student,254,7582,93437,16,5,0,0,0
50,Nigerian,Married,Masters,Germany,Student,58,14207,38550,10,0,1,0,1
31,Nigerian,Married,High School,France,Student,162,7977,152293,11,2,1,0,1
55,German,Single,Masters,Australia,Tourist,332,5867,127712,9,1,1,0,1
55,German,Divorced,PhD,UK,Student,291,10334,98630,3,1,1,0,1
66,Indian,Divorced,PhD,Canada,Work,273,1398,98673,17,1,1,0,1
46,German,Married,Masters,Canada,Tourist,133,14552,40854,6,4,1,0,0
31,Indian,Divorced,Bachelors,Canada,Student,21,11425,181701,14,3,1,0,0
62,German,Single,Bachelors,Australia,Tourist,150,5616,166144,19,3,0,0,1
52,German,Single,PhD,USA,Tourist,261,7468,6112,15,1,0,0,1
25,British,Single,Bachelors,Germany,Student,236,14499,193049,15,1,1,0,1
43,German,Married,High School,Australia,Student,210,9265,25232,11,0,0,0,1
62,British,Married,Bachelors,Australia,Student,97,5742,68091,9,2,1,0,1
41,Australian,Divorced,Masters,Canada,Tourist,180,3142,142956,17,5,1,0,0
21,Australian,Single,Masters,Canada,Tourist,23,14613,50789,17,4,0,0,0
33,Nigerian,Divorced,Masters,USA,Student,49,12002,42923,20,4,1,1,0
27,Australian,Single,PhD,USA,Student,337,9386,140471,4,0,0,0,1
40,Indian,Divorced,PhD,Germany,Tourist,195,11511,176762,18,2,1,0,1
49,Chinese,Married,Masters,UK,Student,151,9994,190278,13,0,1,0,1
47,Canadian,Single,PhD,Canada,Tourist,240,14488,176410,20,5,0,0,0
